State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Yield
Maharashtra,maize,Rabi,9.1,2776.29,331.98,61.02
Andhra Pradesh,chilli,Zaid,4.23,2371.0,115.24,41.05
Maharashtra,wheat,Kharif,9.14,1928.35,54.51,50.14
Uttar Pradesh,wheat,Rabi,12.31,2624.94,59.09,55.14
Madhya Pradesh,wheat,Rabi,14.75,1066.72,40.04,40.75
Tamil Nadu,wheat,Zaid,7.82,1759.7,139.35,44.86
Maharashtra,tea,Kharif,14.68,1723.18,169.04,41.73
Assam,cumin,Zaid,12.82,617.58,344.36,30.63
Bihar,wheat,Kharif,15.3,1108.5,113.17,38.3
Punjab,cotton,Kharif,18.64,1449.53,300.57,39.57
Tamil Nadu,wheat,Rabi,12.24,1035.97,337.6,49.86
Maharashtra,rice,Kharif,13.87,2005.76,90.43,50.59
Haryana,coffee,Zaid,5.36,2631.89,345.84,49.65
Karnataka,cotton,Zaid,18.27,2454.57,140.62,41.01
Karnataka,rice,Rabi,16.83,2686.08,108.62,54.93
Maharashtra,tea,Zaid,5.41,2265.63,290.03,51.92
Odisha,cotton,Zaid,9.27,1006.57,315.19,40.78
Haryana,turmeric,Zaid,0.99,1133.64,346.36,46.46
Kerala,coffee,Kharif,6.28,2687.89,338.21,50.62
Madhya Pradesh,cumin,Rabi,5.22,2548.52,73.49,38.32
Assam,ginger,Kharif,11.12,1030.48,132.16,39.74
Madhya Pradesh,pulses,Kharif,17.33,812.87,299.05,34.01
Haryana,turmeric,Zaid,9.16,1990.04,249.95,54.44
Tamil Nadu,maize,Rabi,5.28,626.54,184.47,34.6
Assam,soybean,Kharif,10.53,2308.66,338.92,57.96
Andhra Pradesh,rice,Zaid,13.76,1819.63,50.48,45.49
Punjab,turmeric,Zaid,3.97,1661.25,191.91,49.29
Haryana,wheat,Kharif,5.91,781.44,199.11,44.74
Tamil Nadu,coffee,Rabi,6.37,2699.18,152.96,49.76
Bihar,pulses,Zaid,10.84,1456.32,60.01,31.91
West Bengal,wheat,Rabi,14.04,1396.86,224.81,40.59
Madhya Pradesh,turmeric,Rabi,15.52,1458.68,100.21,39.29
Maharashtra,coriander,Rabi,1.27,2979.88,223.52,48.13
Odisha,wheat,Zaid,5.26,1188.0,319.47,50.45
Bihar,pulses,Zaid,9.05,889.04,234.63,30.07
West Bengal,sugarcane,Zaid,10.51,2605.59,195.43,96.9
Haryana,coffee,Rabi,2.7,1685.54,239.78,38.98
Rajasthan,coffee,Rabi,4.72,1453.52,303.57,41.44
Assam,coffee,Kharif,7.73,1874.52,138.88,44.81
Odisha,sugarcane,Rabi,6.88,2379.32,151.0,93.57
Bihar,cumin,Rabi,14.23,2204.58,235.96,40.61
Rajasthan,soybean,Rabi,7.49,1355.87,216.68,42.21
Uttar Pradesh,wheat,Kharif,0.66,1144.26,280.02,49.77
Haryana,pulses,Zaid,14.64,2197.25,198.31,39.83
Uttar Pradesh,wheat,Rabi,12.19,1576.66,134.74,44.97
Madhya Pradesh,maize,Zaid,16.49,1825.85,284.72,50.4
Telangana,sugarcane,Rabi,6.21,1601.8,287.95,93.36
Uttar Pradesh,coffee,Rabi,14.94,1842.42,97.8,35.94
Telangana,tea,Zaid,11.59,2870.27,336.96,52.26
Uttar Pradesh,wheat,Rabi,15.94,2732.89,308.91,64.24
Telangana,turmeric,Zaid,3.99,1615.27,280.1,52.6
Karnataka,soybean,Kharif,8.84,2110.46,317.25,57.65
Assam,turmeric,Zaid,13.55,1365.02,60.28,37.05
Rajasthan,tea,Rabi,16.65,1645.57,168.9,39.57
Rajasthan,pulses,Kharif,4.8,2720.3,286.45,46.55
Telangana,millet,Rabi,18.36,1705.34,168.5,45.12
Bihar,turmeric,Rabi,10.45,626.19,92.93,33.95
Kerala,coriander,Zaid,4.51,2412.57,332.95,48.96
Madhya Pradesh,wheat,Kharif,0.63,1112.14,114.63,40.61
West Bengal,maize,Kharif,18.7,866.81,52.67,33.43
Odisha,cotton,Kharif,17.31,483.87,113.35,29.62
Uttar Pradesh,millet,Rabi,15.57,1671.66,331.86,48.14
West Bengal,cotton,Kharif,11.36,743.27,326.54,39.03
Telangana,cumin,Kharif,18.36,1864.05,220.91,36.88
Haryana,cumin,Zaid,5.78,608.98,340.89,36.56
Telangana,chilli,Zaid,16.71,674.13,87.32,34.55
Telangana,coriander,Zaid,0.67,958.52,58.61,26.7
West Bengal,turmeric,Rabi,13.55,1716.3,342.93,51.06
Odisha,coriander,Kharif,11.19,1786.73,275.99,42.69
Rajasthan,groundnut,Zaid,7.31,1393.16,171.93,43.37
Punjab,tea,Kharif,16.66,2005.48,172.24,41.46
Rajasthan,soybean,Kharif,2.1,2495.62,300.77,54.47
Rajasthan,maize,Zaid,3.26,1859.52,327.98,56.84
Punjab,rice,Rabi,5.68,2840.25,240.14,58.72
West Bengal,tea,Rabi,7.79,2950.38,324.96,57.47
Uttar Pradesh,maize,Zaid,17.56,1785.15,117.55,39.73
Karnataka,sugarcane,Rabi,12.01,1198.4,337.74,90.44
Andhra Pradesh,turmeric,Zaid,9.69,2414.51,345.3,58.17
Kerala,wheat,Zaid,8.16,2932.89,298.32,65.74
Uttar Pradesh,maize,Rabi,3.71,1972.46,70.91,39.86
Telangana,coriander,Rabi,15.2,1502.75,245.25,44.94
Madhya Pradesh,ginger,Rabi,8.39,1958.89,56.12,46.13
Bihar,tea,Rabi,4.66,1750.81,328.71,46.3
Karnataka,groundnut,Kharif,18.49,1397.04,287.47,46.61
West Bengal,millet,Rabi,6.61,1319.54,314.01,43.3
Madhya Pradesh,coriander,Kharif,19.45,1458.26,70.4,38.26
Punjab,groundnut,Zaid,18.99,1890.29,193.6,46.3
Haryana,maize,Zaid,0.93,711.14,65.92,35.98
Odisha,maize,Zaid,0.84,2458.03,191.45,58.42
Bihar,sugarcane,Kharif,18.33,1911.45,150.55,91.96
Assam,coffee,Zaid,9.44,1612.2,321.59,43.77
Karnataka,coffee,Zaid,16.49,2562.46,341.49,48.95
Bihar,chilli,Rabi,10.6,2965.28,119.57,50.26
Bihar,tea,Rabi,3.57,468.65,238.32,29.23
Odisha,millet,Zaid,17.41,1324.2,260.98,40.2
Assam,chilli,Rabi,17.1,1564.56,98.79,42.9
Uttar Pradesh,tea,Zaid,18.39,407.28,114.94,31.0
West Bengal,cotton,Rabi,11.63,2034.19,175.6,39.45
Maharashtra,groundnut,Zaid,15.06,1294.25,299.25,48.15
Assam,groundnut,Zaid,13.61,2374.93,106.01,49.33
Maharashtra,wheat,Kharif,13.19,2648.02,54.12,50.21
Telangana,pulses,Zaid,9.54,2496.11,58.08,39.15
Haryana,chilli,Zaid,15.56,1912.61,148.44,44.45
Karnataka,sugarcane,Kharif,5.44,1180.44,191.12,83.93
Haryana,pulses,Zaid,13.76,1789.12,200.62,40.94
Kerala,maize,Zaid,10.41,2692.47,55.37,49.01
Karnataka,sugarcane,Rabi,8.86,2145.85,69.64,88.98
Andhra Pradesh,coffee,Rabi,13.15,2380.21,153.35,42.22
Assam,turmeric,Rabi,5.91,1804.47,90.79,41.57
Andhra Pradesh,coffee,Kharif,4.95,1443.89,201.21,34.91
West Bengal,ginger,Kharif,10.69,434.81,105.14,31.6
Haryana,tea,Kharif,13.65,2959.28,154.47,54.32
Maharashtra,pulses,Kharif,0.81,2434.45,298.71,45.75
Odisha,cotton,Zaid,4.09,2340.07,250.45,50.9
Odisha,ginger,Zaid,8.74,1713.77,234.76,44.16
West Bengal,coffee,Rabi,3.89,1164.04,262.47,37.61
Karnataka,sugarcane,Rabi,19.73,2165.95,223.36,96.45
Andhra Pradesh,ginger,Kharif,4.77,1333.33,216.95,44.22
Kerala,turmeric,Rabi,10.65,2888.23,56.65,52.79
Karnataka,rice,Rabi,15.55,1405.66,83.17,45.28
Madhya Pradesh,sugarcane,Rabi,3.08,526.17,80.58,73.61
Telangana,millet,Zaid,4.82,2482.71,153.84,47.91
Bihar,pulses,Rabi,15.94,2822.38,65.79,39.16
Maharashtra,cumin,Rabi,15.18,1166.67,288.65,40.64
Rajasthan,coffee,Kharif,9.18,2321.96,121.17,38.95
Tamil Nadu,tea,Rabi,7.46,1222.09,330.54,48.84
Rajasthan,maize,Rabi,15.08,2989.62,88.02,56.12
Karnataka,rice,Rabi,14.89,2520.09,248.32,59.38
Madhya Pradesh,soybean,Kharif,8.73,467.72,255.23,37.99
Uttar Pradesh,soybean,Kharif,15.16,401.88,94.82,28.71
Bihar,cumin,Zaid,3.53,490.57,303.88,34.39
Andhra Pradesh,sugarcane,Zaid,5.17,1627.71,56.97,79.72
Telangana,pulses,Rabi,14.74,780.94,291.31,38.91
Assam,groundnut,Rabi,14.93,335.25,253.4,38.18
West Bengal,chilli,Zaid,7.88,1227.2,256.44,34.9
Karnataka,coriander,Zaid,2.65,1987.81,337.89,47.27
Tamil Nadu,cotton,Rabi,5.31,2357.2,123.72,45.11
West Bengal,rice,Kharif,1.95,942.78,114.97,42.36
Assam,coriander,Rabi,9.47,883.78,277.63,37.18
Punjab,turmeric,Rabi,10.63,2415.35,115.68,51.85
Telangana,ginger,Zaid,8.46,2948.57,130.22,54.88
Kerala,coriander,Kharif,15.72,1508.76,66.28,34.14
Bihar,tea,Kharif,1.04,1221.52,225.28,41.63
Odisha,millet,Rabi,14.76,1132.04,88.18,34.44
Kerala,rice,Zaid,19.58,2532.89,339.4,61.03
Madhya Pradesh,cotton,Zaid,14.28,1838.96,191.02,43.19
Bihar,ginger,Zaid,0.65,2015.81,276.42,51.72
Kerala,coffee,Zaid,15.53,1631.21,277.68,40.46
West Bengal,ginger,Rabi,6.29,1937.11,217.64,49.55
Punjab,wheat,Zaid,10.94,521.0,90.93,39.32
Telangana,millet,Rabi,18.03,1767.95,45.46,38.82
Madhya Pradesh,ginger,Rabi,12.86,1517.38,299.43,48.71
Odisha,ginger,Kharif,19.26,2647.11,208.1,50.05
Maharashtra,wheat,Rabi,18.04,1543.09,60.64,46.67
West Bengal,sugarcane,Rabi,9.38,1667.25,230.45,93.61
West Bengal,coffee,Zaid,12.78,491.3,181.39,27.04
Madhya Pradesh,sugarcane,Rabi,7.51,2170.74,110.59,94.1
Assam,cotton,Kharif,19.74,2631.25,194.81,52.18
Punjab,groundnut,Kharif,17.02,2509.03,65.31,48.98
Punjab,groundnut,Zaid,15.69,2482.64,218.02,58.03
Maharashtra,cotton,Rabi,5.95,1848.18,187.09,43.03
Maharashtra,groundnut,Kharif,11.31,2288.12,295.69,58.59
Maharashtra,soybean,Kharif,13.02,318.82,77.59,30.69
Maharashtra,wheat,Zaid,7.59,542.11,316.28,46.43
Uttar Pradesh,turmeric,Zaid,7.99,1541.2,239.49,47.98
West Bengal,tea,Kharif,9.29,1460.71,220.23,42.91
Andhra Pradesh,millet,Kharif,18.93,2388.66,242.03,50.85
Bihar,maize,Rabi,9.74,784.53,44.41,39.66
Assam,wheat,Rabi,11.95,711.57,303.26,48.5
Tamil Nadu,coriander,Kharif,13.61,787.62,253.3,33.83
Punjab,turmeric,Rabi,12.72,2052.89,174.55,55.64
Telangana,rice,Kharif,16.26,2964.28,192.24,63.54
Kerala,soybean,Kharif,5.0,1351.38,174.03,41.25
Kerala,tea,Kharif,7.1,1751.19,59.79,30.15
Bihar,cotton,Zaid,2.61,1294.5,257.27,33.46
Andhra Pradesh,ginger,Kharif,18.24,468.47,214.17,32.51
Kerala,millet,Kharif,10.52,2210.4,214.15,46.36
West Bengal,pulses,Kharif,7.31,2407.16,177.67,40.69
Madhya Pradesh,cotton,Rabi,12.33,1428.02,121.6,36.79
Punjab,soybean,Zaid,18.13,444.76,136.95,36.84
Maharashtra,rice,Zaid,2.31,2363.28,231.9,55.56
Andhra Pradesh,rice,Rabi,13.84,2322.92,69.71,43.19
Haryana,millet,Rabi,16.7,1518.05,291.5,43.57
Tamil Nadu,turmeric,Kharif,6.5,2463.19,253.78,52.43
Karnataka,groundnut,Rabi,8.6,431.94,207.74,38.42
Punjab,turmeric,Rabi,4.17,1325.73,247.11,45.58
Rajasthan,chilli,Kharif,17.57,1447.64,167.6,42.59
Rajasthan,millet,Rabi,17.33,1334.22,86.88,37.59
Punjab,wheat,Kharif,7.51,1378.31,152.82,41.3
Maharashtra,chilli,Rabi,10.2,1920.97,73.26,40.85
Punjab,sugarcane,Kharif,3.33,2061.66,335.12,99.66
Telangana,sugarcane,Rabi,4.17,2548.32,273.23,93.17
Madhya Pradesh,pulses,Kharif,15.84,2271.37,252.15,41.05
Karnataka,tea,Rabi,11.64,2812.0,189.82,45.21
Maharashtra,soybean,Zaid,10.87,869.24,319.71,40.7
Haryana,tea,Zaid,3.88,1001.59,136.06,34.95
Telangana,turmeric,Zaid,16.34,1946.26,126.43,41.94
Odisha,ginger,Zaid,7.28,2785.55,141.93,52.7
Karnataka,sugarcane,Rabi,2.86,824.16,206.63,91.36
Bihar,chilli,Zaid,7.21,2994.27,264.65,57.26
Tamil Nadu,cumin,Kharif,8.86,2656.45,112.42,44.56
West Bengal,coriander,Zaid,13.31,1495.84,331.39,40.89
Andhra Pradesh,coffee,Zaid,3.05,2465.06,165.26,39.77
Punjab,ginger,Rabi,6.22,590.44,189.83,38.68
West Bengal,wheat,Kharif,17.94,2199.65,99.27,53.79
Uttar Pradesh,wheat,Kharif,16.65,841.38,169.96,40.44
Uttar Pradesh,millet,Zaid,10.25,1302.2,83.11,36.06
Odisha,tea,Zaid,17.99,1230.67,151.26,39.11
Madhya Pradesh,soybean,Kharif,4.2,2093.3,103.21,40.15
Rajasthan,tea,Rabi,4.26,2884.94,267.19,50.59
Haryana,turmeric,Kharif,14.93,1598.68,235.65,48.55
Haryana,tea,Rabi,9.68,2634.15,332.65,58.27
Karnataka,maize,Zaid,8.9,1505.61,341.53,52.34
Haryana,rice,Rabi,19.14,1575.54,173.95,53.81
Punjab,chilli,Zaid,17.83,862.43,279.11,41.88
Andhra Pradesh,rice,Rabi,8.41,326.16,206.5,34.87
Telangana,soybean,Kharif,14.8,1980.83,234.33,48.68
Andhra Pradesh,soybean,Kharif,12.21,1645.9,107.89,40.68
Bihar,ginger,Zaid,17.23,1153.71,303.5,38.42
Kerala,sugarcane,Rabi,15.09,1607.94,240.8,96.86
Rajasthan,cotton,Rabi,18.4,980.77,150.3,34.05
Bihar,maize,Zaid,18.19,869.78,113.15,35.68
Kerala,ginger,Kharif,8.38,320.69,187.38,35.28
Haryana,ginger,Zaid,1.38,1663.54,224.57,49.76
Uttar Pradesh,coriander,Rabi,14.06,1507.48,138.1,32.1
Kerala,groundnut,Rabi,3.42,1549.91,72.16,42.8
Telangana,coriander,Kharif,2.07,590.67,335.88,36.7
Assam,pulses,Zaid,14.21,472.94,221.19,22.87
Haryana,chilli,Rabi,15.88,2060.08,338.5,52.37
Uttar Pradesh,tea,Kharif,12.39,2112.15,66.79,36.26
Punjab,coffee,Zaid,1.63,906.66,131.39,34.21
Kerala,cotton,Rabi,1.88,1579.93,206.16,33.46
Andhra Pradesh,millet,Kharif,17.88,2472.9,282.66,48.91
Tamil Nadu,wheat,Kharif,19.49,1172.91,176.93,40.54
Bihar,chilli,Rabi,16.45,697.57,206.25,34.34
Rajasthan,rice,Kharif,13.51,900.59,206.78,41.9
Bihar,soybean,Zaid,19.79,1995.18,163.77,49.01
Rajasthan,millet,Rabi,4.82,1249.82,218.28,39.29
Kerala,wheat,Zaid,18.0,1165.18,198.78,48.73
West Bengal,pulses,Kharif,10.11,2711.22,126.96,44.38
Karnataka,chilli,Rabi,13.68,2493.63,84.1,40.76
Kerala,pulses,Zaid,6.28,2449.01,291.96,50.87
Odisha,groundnut,Rabi,15.03,799.03,137.72,38.32
Haryana,ginger,Zaid,2.24,1663.34,104.54,41.44
Odisha,sugarcane,Zaid,12.24,1269.86,88.61,85.82
Andhra Pradesh,millet,Rabi,18.58,2129.86,186.87,45.57
Karnataka,pulses,Kharif,4.07,1102.59,232.53,27.99
Assam,millet,Kharif,18.82,660.04,343.51,35.98
Maharashtra,rice,Zaid,16.44,1860.88,84.81,51.29
Madhya Pradesh,chilli,Rabi,2.13,2418.2,325.09,53.5
Maharashtra,pulses,Zaid,11.83,2567.4,226.12,44.69
Assam,wheat,Rabi,9.12,2415.42,114.06,51.27
Tamil Nadu,maize,Rabi,12.49,585.29,311.89,44.81
West Bengal,millet,Zaid,10.99,2612.96,147.29,42.54
Karnataka,rice,Kharif,11.45,1680.14,334.08,51.91
Punjab,turmeric,Kharif,18.82,2925.55,55.44,56.49
Assam,tea,Rabi,13.8,2010.41,348.79,49.74
Karnataka,pulses,Rabi,16.3,2223.77,128.98,41.63
Karnataka,sugarcane,Zaid,2.86,1150.49,173.39,84.65
Kerala,turmeric,Zaid,3.52,1768.5,329.02,47.94
Telangana,tea,Kharif,6.81,573.37,178.15,30.02
Uttar Pradesh,coriander,Kharif,10.95,1943.79,276.04,40.7
Tamil Nadu,maize,Kharif,6.83,458.81,71.43,30.07
Odisha,turmeric,Kharif,10.15,2619.35,111.94,49.28
Odisha,rice,Rabi,5.46,1045.64,270.12,50.8
Andhra Pradesh,rice,Rabi,8.12,305.74,237.0,38.98
Telangana,tea,Kharif,4.84,1349.25,319.88,39.36
Andhra Pradesh,soybean,Kharif,18.68,2884.39,304.29,60.74
Bihar,maize,Rabi,17.46,909.21,48.23,30.86
Telangana,groundnut,Zaid,7.69,1183.73,92.93,43.43
Haryana,soybean,Kharif,12.88,1212.04,82.75,41.27
Bihar,cotton,Rabi,6.06,362.87,125.06,25.4
Karnataka,groundnut,Rabi,11.61,1730.15,144.61,45.81
Tamil Nadu,rice,Rabi,10.19,1968.35,65.85,51.23
Bihar,wheat,Zaid,19.77,790.93,226.28,40.28
Karnataka,ginger,Kharif,15.0,2893.42,281.4,61.69
Telangana,coriander,Zaid,17.38,547.62,317.07,33.73
Bihar,tea,Rabi,10.55,2343.54,116.98,42.3
Rajasthan,pulses,Zaid,15.85,598.53,51.18,16.53
Bihar,rice,Rabi,4.96,1199.48,262.89,52.0
Maharashtra,soybean,Rabi,19.8,2798.26,249.08,48.78
Kerala,chilli,Rabi,2.16,2930.8,90.07,46.56
Maharashtra,maize,Kharif,12.87,1855.85,268.53,49.98
Punjab,sugarcane,Rabi,17.49,2042.12,312.59,94.74
Telangana,cotton,Zaid,6.65,943.68,329.3,42.98
West Bengal,coffee,Rabi,7.02,1098.37,57.48,28.41
Rajasthan,rice,Kharif,2.83,2190.54,71.4,49.27
Odisha,sugarcane,Rabi,15.04,696.21,176.78,89.17
Tamil Nadu,soybean,Kharif,19.96,1598.89,51.5,42.73
Andhra Pradesh,millet,Kharif,7.25,1230.23,315.69,42.05
Uttar Pradesh,millet,Kharif,0.8,1979.82,291.2,45.63
West Bengal,rice,Rabi,7.14,2304.78,158.9,56.25
Kerala,groundnut,Zaid,4.35,1319.63,162.21,40.67
Karnataka,millet,Rabi,6.27,828.59,169.13,37.11
Telangana,chilli,Zaid,5.71,800.38,192.41,37.31
Madhya Pradesh,cumin,Rabi,11.56,1606.14,330.33,37.97
Punjab,wheat,Rabi,1.87,2454.93,253.18,59.63
Punjab,groundnut,Kharif,3.16,330.87,155.58,33.93
Assam,sugarcane,Rabi,0.77,1180.62,108.02,91.57
Madhya Pradesh,turmeric,Zaid,0.7,2767.37,115.24,48.97
Bihar,turmeric,Rabi,6.97,1839.38,102.7,41.2
Punjab,maize,Kharif,17.89,348.86,99.63,27.74
Odisha,ginger,Rabi,11.0,2435.87,188.08,53.97
Maharashtra,soybean,Zaid,5.61,692.28,276.19,41.19
Bihar,pulses,Rabi,7.75,2309.8,42.23,32.5
Karnataka,coffee,Rabi,16.13,2537.3,170.33,48.55
Andhra Pradesh,turmeric,Rabi,1.78,647.6,99.17,35.71
Madhya Pradesh,pulses,Rabi,19.41,1111.57,62.56,27.71
Rajasthan,groundnut,Kharif,1.95,1963.38,109.07,48.81
Rajasthan,sugarcane,Rabi,2.96,524.47,111.61,78.93
Karnataka,coriander,Rabi,12.59,2331.05,145.84,42.42
Kerala,chilli,Rabi,5.55,1000.58,249.92,43.98
Punjab,cumin,Zaid,2.64,1654.21,92.36,34.68
Tamil Nadu,wheat,Zaid,8.37,2183.24,215.39,56.62
Assam,millet,Zaid,14.98,2852.0,249.32,55.13
Punjab,chilli,Rabi,6.96,692.4,233.51,48.39
West Bengal,pulses,Rabi,14.76,1458.5,302.49,40.87
Assam,pulses,Rabi,18.3,2446.42,190.1,45.68
Tamil Nadu,sugarcane,Zaid,15.92,2690.89,314.78,103.03
Assam,coriander,Rabi,5.51,665.22,338.22,36.49
Telangana,tea,Kharif,6.23,2551.76,91.75,43.96
Tamil Nadu,tea,Kharif,2.64,823.67,41.9,23.82
Uttar Pradesh,chilli,Zaid,6.5,1828.94,63.06,36.0
Madhya Pradesh,turmeric,Zaid,6.32,2527.1,324.38,62.93
Madhya Pradesh,millet,Rabi,17.31,1088.56,333.6,44.81
West Bengal,tea,Rabi,15.41,1944.4,101.83,38.65
Rajasthan,groundnut,Rabi,4.84,1393.62,204.79,50.98
West Bengal,tea,Kharif,17.87,342.97,83.04,24.34
Karnataka,wheat,Rabi,8.06,2018.38,269.0,59.7
Andhra Pradesh,soybean,Rabi,3.18,609.61,103.89,35.93
Odisha,coffee,Kharif,2.59,1924.4,187.41,44.58
Rajasthan,cotton,Kharif,19.19,2990.65,84.77,43.27
Tamil Nadu,ginger,Kharif,17.2,2120.65,237.72,47.97
Tamil Nadu,soybean,Kharif,12.95,777.77,126.57,35.89
Telangana,turmeric,Rabi,11.19,2100.81,229.33,54.39
Rajasthan,rice,Kharif,1.96,2327.73,206.59,62.58
Bihar,groundnut,Kharif,9.59,2909.99,185.17,54.05
Telangana,sugarcane,Kharif,8.38,1689.84,162.57,87.72
Uttar Pradesh,turmeric,Kharif,3.78,2042.43,278.89,50.25
West Bengal,millet,Zaid,8.9,757.08,128.22,30.63
Karnataka,groundnut,Rabi,9.14,1814.96,322.64,53.74
Uttar Pradesh,groundnut,Rabi,19.32,1664.77,93.02,40.9
Rajasthan,coffee,Zaid,5.73,2584.4,304.6,54.22
Tamil Nadu,sugarcane,Zaid,15.49,2028.84,263.31,93.07
West Bengal,turmeric,Kharif,15.52,2202.96,173.08,53.87
Uttar Pradesh,cotton,Rabi,19.23,2824.44,261.51,50.6
Punjab,maize,Kharif,18.16,402.99,322.88,44.74
West Bengal,maize,Kharif,14.21,2469.78,324.75,64.36
Kerala,cotton,Rabi,9.75,1606.85,178.82,34.58
Telangana,groundnut,Zaid,17.15,751.31,233.87,38.29
Tamil Nadu,rice,Rabi,0.62,2244.62,320.06,63.81
Haryana,turmeric,Kharif,19.24,2784.39,252.64,60.02
West Bengal,turmeric,Kharif,9.89,1732.42,134.29,42.15
Haryana,coriander,Kharif,4.43,499.24,76.94,30.38
Karnataka,tea,Rabi,0.99,1258.99,75.15,34.45
Telangana,pulses,Zaid,8.17,1052.33,322.76,37.09
Haryana,maize,Kharif,14.66,951.52,298.92,49.19
Karnataka,wheat,Zaid,8.38,615.69,263.02,43.33
Assam,cumin,Zaid,2.2,575.07,311.96,31.25
Uttar Pradesh,coffee,Kharif,12.43,617.28,310.01,33.66
Karnataka,millet,Rabi,10.88,1354.38,83.84,34.39
Uttar Pradesh,tea,Rabi,6.33,2313.43,130.9,48.27
West Bengal,chilli,Zaid,6.53,2397.0,335.93,55.37
Bihar,ginger,Zaid,14.68,1821.29,221.53,43.24
Rajasthan,millet,Kharif,1.99,2197.24,172.34,44.57
Maharashtra,pulses,Kharif,18.1,1596.85,195.9,42.28
Kerala,chilli,Zaid,6.34,1605.48,300.61,50.09
Andhra Pradesh,soybean,Kharif,10.6,1150.36,52.43,35.69
Punjab,turmeric,Kharif,5.35,1592.01,126.91,42.38
Haryana,maize,Zaid,10.98,2002.37,95.08,48.15
Haryana,sugarcane,Zaid,12.41,2427.05,239.63,100.25
Telangana,maize,Zaid,2.05,2786.69,178.27,56.13
Bihar,pulses,Zaid,4.83,941.24,319.73,36.85
Telangana,tea,Kharif,9.1,1815.27,76.25,37.38
Bihar,coriander,Kharif,11.31,818.21,161.5,28.33
Kerala,pulses,Zaid,5.53,2458.06,319.22,50.12
Punjab,cotton,Zaid,19.43,1749.47,220.44,43.43
Uttar Pradesh,cotton,Kharif,17.3,558.03,233.72,31.56
Uttar Pradesh,wheat,Zaid,6.68,1776.51,210.27,51.01
Tamil Nadu,chilli,Zaid,18.94,2004.53,140.27,48.47
Bihar,ginger,Kharif,1.26,2697.86,254.81,52.29
Haryana,chilli,Rabi,4.22,916.69,43.54,29.49
Haryana,turmeric,Kharif,17.08,2126.75,318.85,56.44
Rajasthan,groundnut,Zaid,13.81,2522.77,320.05,61.41
Karnataka,coffee,Kharif,12.61,1452.3,213.49,37.93
Uttar Pradesh,chilli,Zaid,16.89,1893.91,196.32,50.79
Karnataka,tea,Zaid,12.46,2335.48,276.44,51.44
West Bengal,cumin,Kharif,13.49,922.71,247.02,30.99
Andhra Pradesh,rice,Zaid,11.01,1858.9,50.16,43.4
Karnataka,chilli,Rabi,11.18,1379.94,314.92,42.82
Bihar,chilli,Kharif,12.69,614.19,292.48,32.8
West Bengal,tea,Rabi,18.41,2764.99,349.18,54.01
Maharashtra,groundnut,Rabi,2.2,2175.69,343.54,55.57
Haryana,cumin,Zaid,19.03,2032.61,129.04,31.71
Bihar,soybean,Rabi,12.9,865.39,222.42,40.28
Assam,rice,Zaid,7.1,1357.89,45.25,46.67
Uttar Pradesh,chilli,Rabi,9.59,357.24,55.87,25.99
Karnataka,sugarcane,Kharif,7.93,2793.06,336.65,108.8
Rajasthan,turmeric,Zaid,16.67,1727.58,238.74,47.75
Uttar Pradesh,sugarcane,Kharif,6.02,1157.3,251.08,90.54
Punjab,maize,Rabi,4.02,1887.73,126.85,45.76
Assam,ginger,Zaid,3.03,2353.33,229.26,56.74
Madhya Pradesh,groundnut,Kharif,13.8,2684.21,64.28,44.71
Karnataka,cotton,Kharif,9.77,2308.35,338.6,50.85
Assam,ginger,Kharif,14.62,1848.09,254.23,50.78
Bihar,millet,Rabi,18.4,896.47,230.75,36.79
Rajasthan,coffee,Zaid,12.2,1725.55,329.02,35.84
West Bengal,ginger,Rabi,7.07,1134.33,99.33,41.11
Karnataka,soybean,Zaid,13.84,1897.65,264.91,49.0
Bihar,sugarcane,Rabi,14.04,2647.03,170.15,100.89
Madhya Pradesh,chilli,Kharif,1.74,582.52,261.87,34.98
Bihar,ginger,Kharif,1.0,495.99,149.75,33.64
Punjab,soybean,Zaid,3.57,2144.08,225.04,50.58
Telangana,soybean,Zaid,19.45,2437.79,92.41,48.17
Odisha,pulses,Kharif,14.96,2273.42,90.65,36.4
West Bengal,coffee,Zaid,9.71,2384.2,271.09,48.3
Uttar Pradesh,sugarcane,Kharif,18.64,1771.83,168.34,94.6
Haryana,cotton,Zaid,12.74,1327.71,91.56,27.58
Tamil Nadu,millet,Zaid,7.87,505.75,184.61,33.2
Assam,cumin,Rabi,1.27,2728.71,164.83,45.74
West Bengal,coffee,Rabi,1.59,1490.28,229.76,40.11
West Bengal,wheat,Zaid,13.76,666.31,69.25,32.5
Punjab,maize,Rabi,10.51,1355.2,333.8,51.66
Maharashtra,cotton,Zaid,13.63,775.86,336.25,40.77
Kerala,maize,Kharif,7.02,2320.13,106.18,46.84
Rajasthan,wheat,Zaid,12.93,308.92,349.7,43.87
Tamil Nadu,rice,Kharif,14.59,2592.23,62.93,52.95
Uttar Pradesh,millet,Zaid,8.44,373.95,224.47,29.4
Madhya Pradesh,coffee,Kharif,9.41,2634.76,68.4,44.71
Rajasthan,groundnut,Zaid,14.66,2454.07,219.25,58.43
Punjab,chilli,Kharif,14.05,834.39,154.27,30.67
Tamil Nadu,tea,Zaid,12.37,824.08,88.14,30.13
