N,P,K,temperature,humidity,ph,rainfall,label
43,36,23,22.8,47.44,6.68,60.66,coriander
51,36,26,23.99,54.12,6.14,49.09,coriander
48,35,23,15.33,50.03,7.09,72.61,coriander
69,23,30,19.25,40.7,6.21,53.8,coriander
61,24,34,23.51,54.57,7.03,64.63,coriander
45,31,28,21.48,47.63,7.07,47.28,coriander
50,31,23,19.21,42.29,6.28,64.56,coriander
41,24,34,16.92,41.67,6.04,65.9,coriander
59,27,28,17.97,53.66,7.32,68.52,coriander
58,26,31,21.02,54.18,6.5,68.25,coriander
61,28,24,17.47,44.07,6.55,75.32,coriander
57,39,29,22.11,44.62,6.93,75.74,coriander
60,38,34,24.88,52.28,6.79,61.39,coriander
62,26,24,16.85,59.65,6.83,64.98,coriander
64,36,24,24.56,43.96,7.17,70.72,coriander
50,29,28,20.33,51.13,7.17,52.47,coriander
60,38,25,17.68,46.09,7.41,72.54,coriander
55,31,30,21.14,47.08,7.03,77.01,coriander
41,28,31,20.91,54.88,7.38,63.32,coriander
61,21,32,16.37,43.85,7.16,47.17,coriander
66,24,25,20.88,50.73,6.84,61.54,coriander
63,26,30,18.29,48.09,6.59,64.64,coriander
64,27,20,19.53,41.64,6.25,50.87,coriander
61,26,28,18.99,57.18,6.06,69.1,coriander
63,35,28,18.27,48.3,6.8,60.32,coriander
60,21,20,20.0,42.19,7.22,58.85,coriander
65,31,31,21.99,54.33,7.28,64.01,coriander
62,30,30,24.65,45.74,6.85,56.79,coriander
40,36,20,21.74,46.69,6.26,52.99,coriander
46,28,38,20.67,57.91,6.63,64.81,coriander
61,21,24,16.73,48.92,7.05,77.4,coriander
47,24,30,21.29,54.9,6.25,71.31,coriander
61,21,37,20.93,48.61,7.16,48.68,coriander
58,23,27,17.97,40.3,6.22,71.91,coriander
55,38,33,20.26,54.84,7.36,61.32,coriander
61,23,20,17.76,57.62,6.2,40.83,coriander
51,37,39,20.98,50.12,7.42,70.24,coriander
65,36,37,21.22,53.53,7.0,53.01,coriander
54,25,23,16.51,52.97,6.49,50.69,coriander
63,35,38,18.56,49.83,6.57,58.61,coriander
63,21,39,16.51,46.5,6.61,42.92,coriander
49,38,20,18.9,57.05,6.22,70.06,coriander
52,36,36,21.34,54.2,6.21,59.2,coriander
61,20,33,21.15,49.1,7.49,50.46,coriander
56,33,36,17.94,59.63,6.35,56.71,coriander
41,38,27,23.78,48.83,7.34,53.66,coriander
65,28,27,22.88,40.76,6.82,46.17,coriander
66,23,39,15.89,42.69,7.16,77.61,coriander
48,35,34,19.3,53.47,6.46,79.39,coriander
67,31,24,19.56,41.21,7.45,51.96,coriander
52,33,34,20.52,53.31,6.56,65.17,coriander
45,36,32,24.04,47.71,6.45,76.41,coriander
55,33,31,22.67,59.06,6.02,70.38,coriander
50,34,30,21.14,40.34,6.43,65.99,coriander
57,23,28,18.12,54.57,7.1,73.6,coriander
46,38,21,19.87,43.18,6.56,46.08,coriander
47,21,29,23.07,52.35,6.29,78.09,coriander
45,22,26,16.88,50.79,6.55,61.1,coriander
58,37,26,16.91,57.67,6.71,57.95,coriander
40,25,28,21.52,50.68,6.4,44.95,coriander
50,22,38,21.7,56.61,6.45,69.46,coriander
62,28,21,22.97,40.35,6.22,49.13,coriander
50,34,20,15.86,51.0,6.15,40.68,coriander
50,30,25,21.44,43.39,6.75,51.39,coriander
68,28,38,19.29,46.24,6.52,76.39,coriander
65,31,39,15.37,57.73,7.36,72.91,coriander
43,28,34,25.41,40.8,7.04,30.4,cumin
55,35,27,27.47,43.74,7.28,53.74,cumin
59,35,25,24.32,45.23,7.17,51.74,cumin
48,20,26,22.18,46.49,6.89,33.26,cumin
31,37,39,27.98,32.7,6.82,55.7,cumin
46,36,37,26.85,42.92,7.99,35.17,cumin
34,31,38,21.42,38.75,7.39,39.99,cumin
48,36,20,21.48,48.87,7.51,40.0,cumin
47,20,21,29.57,40.35,7.97,49.99,cumin
51,32,39,28.81,35.9,6.98,37.2,cumin
30,20,37,27.87,43.82,6.61,49.34,cumin
31,21,38,27.61,44.81,6.63,41.15,cumin
44,31,22,25.25,49.81,7.73,56.83,cumin
53,33,20,23.4,44.86,7.19,58.7,cumin
33,20,25,20.44,30.26,6.55,49.04,cumin
49,39,23,21.53,40.19,7.3,34.19,cumin
52,20,32,21.62,34.15,7.8,55.56,cumin
31,22,22,29.71,30.94,6.52,31.13,cumin
39,23,29,22.43,41.6,7.92,33.79,cumin
38,20,34,25.9,35.76,7.71,57.6,cumin
44,25,28,23.45,31.32,7.44,49.33,cumin
43,24,24,24.15,46.54,7.9,35.73,cumin
42,25,24,27.65,30.48,7.87,57.77,cumin
37,35,27,24.59,44.86,7.23,36.96,cumin
56,35,27,24.75,39.66,7.91,52.85,cumin
41,28,31,24.76,45.84,7.4,39.96,cumin
54,35,23,24.76,42.89,6.85,33.75,cumin
58,22,23,22.54,42.88,6.94,43.21,cumin
51,31,24,23.82,35.97,7.93,34.35,cumin
32,22,24,25.18,35.58,6.72,51.59,cumin
30,34,38,26.19,37.34,6.74,36.83,cumin
34,37,34,20.46,36.68,6.78,58.45,cumin
56,20,27,26.76,33.69,6.98,30.75,cumin
49,22,29,24.77,44.64,7.01,34.96,cumin
35,39,36,22.83,34.96,7.67,49.58,cumin
57,23,27,27.11,37.26,7.81,37.83,cumin
32,22,34,27.32,40.41,6.96,48.3,cumin
34,34,37,23.88,35.29,7.49,49.47,cumin
37,27,26,24.57,45.59,7.46,42.4,cumin
46,34,31,21.99,39.29,6.83,30.85,cumin
45,31,29,22.09,45.36,7.63,37.0,cumin
52,39,34,23.58,40.64,7.89,32.59,cumin
48,24,26,28.06,35.64,7.22,54.37,cumin
58,20,23,21.36,37.04,6.84,56.56,cumin
45,37,30,23.59,43.7,7.32,36.16,cumin
47,27,22,27.39,30.54,7.28,39.14,cumin
54,37,34,23.19,47.92,7.57,30.93,cumin
43,35,33,28.6,34.61,7.67,44.07,cumin
55,29,37,22.73,32.21,6.56,51.79,cumin
54,36,21,23.23,33.18,7.73,36.14,cumin
42,30,38,23.73,43.96,7.91,49.9,cumin
32,34,39,26.33,42.82,6.71,50.81,cumin
45,36,25,25.13,34.77,6.52,33.46,cumin
35,33,39,21.4,30.01,6.59,36.28,cumin
58,33,28,22.86,30.03,7.0,46.22,cumin
45,32,33,20.53,33.36,6.94,42.09,cumin
57,28,27,26.94,43.39,7.52,45.59,cumin
42,29,32,24.71,48.16,7.74,43.83,cumin
54,28,22,20.12,30.2,7.39,38.46,cumin
55,37,30,21.64,30.5,7.97,30.31,cumin
57,29,31,25.1,44.6,7.9,33.08,cumin
47,25,33,23.0,40.28,7.34,37.68,cumin
45,34,36,29.02,46.48,6.52,38.01,cumin
35,25,21,20.55,39.28,7.76,43.59,cumin
43,25,38,24.45,43.9,6.6,50.64,cumin
56,27,34,22.05,46.56,7.63,32.87,cumin
53,36,26,22.37,46.19,7.85,47.27,cumin
35,22,25,23.32,49.41,7.06,43.13,cumin
47,31,21,23.45,48.12,7.3,51.46,cumin
34,31,33,27.52,35.76,7.18,57.97,cumin
48,34,32,28.38,32.99,6.59,30.67,cumin
30,25,25,20.26,39.5,7.97,32.81,cumin
57,33,36,20.59,30.34,7.09,54.85,cumin
37,33,28,25.11,46.91,7.0,44.75,cumin
33,27,22,28.02,31.63,7.21,56.63,cumin
38,28,27,22.74,32.54,6.61,41.7,cumin
53,35,31,26.21,32.67,6.82,54.76,cumin
41,27,23,27.84,31.58,7.8,52.77,cumin
38,39,36,20.82,45.01,7.51,31.53,cumin
49,22,21,24.43,44.19,7.08,58.68,cumin
59,23,29,28.24,30.36,6.68,42.57,cumin
41,36,29,28.29,42.01,6.91,48.05,cumin
35,32,29,20.39,36.71,6.84,43.97,cumin
47,33,36,27.11,44.33,7.49,34.21,cumin
41,34,39,29.6,42.73,7.37,37.1,cumin
32,20,30,25.45,40.36,7.15,31.1,cumin
37,37,23,27.19,34.21,6.68,31.31,cumin
50,39,28,25.4,46.39,7.03,40.28,cumin
42,25,20,20.25,30.25,7.28,59.17,cumin
37,33,34,21.52,39.26,7.19,34.01,cumin
56,20,36,26.71,44.41,6.62,51.23,cumin
36,30,22,27.2,31.0,7.34,56.41,cumin
44,28,21,28.74,41.6,6.74,40.78,cumin
48,34,27,24.44,42.69,7.72,50.74,cumin
54,31,24,23.3,42.36,7.63,37.16,cumin
45,35,35,24.58,41.43,6.54,41.59,cumin
54,38,37,26.14,46.4,7.39,35.56,cumin
38,37,31,25.27,41.92,7.74,34.07,cumin
42,39,33,29.63,33.89,7.63,39.86,cumin
52,25,36,26.32,30.21,7.29,55.26,cumin
32,25,39,23.7,39.47,7.26,32.59,cumin
30,21,25,23.9,44.24,6.96,59.69,cumin
32,36,39,21.0,41.23,7.43,43.2,cumin
41,28,27,28.07,35.43,7.09,30.29,cumin
49,33,31,27.2,43.33,7.34,53.98,cumin
56,25,22,22.89,43.0,6.81,37.08,cumin
56,34,38,27.36,42.33,7.55,49.58,cumin
40,26,35,20.29,39.46,7.66,33.56,cumin
56,30,39,20.34,32.65,7.48,42.95,cumin
41,38,36,23.49,47.63,7.6,38.2,cumin
42,36,25,26.29,31.93,6.86,37.91,cumin
34,29,20,28.31,33.59,6.79,56.4,cumin
33,21,36,26.84,44.07,6.51,55.24,cumin
40,30,22,27.54,32.73,7.54,31.12,cumin
53,33,26,20.27,45.61,7.72,34.32,cumin
33,33,38,29.1,44.23,7.11,34.15,cumin
43,26,22,28.78,49.74,7.11,50.74,cumin
53,37,21,23.12,44.06,7.9,48.47,cumin
52,34,33,26.11,30.67,7.93,47.29,cumin
55,38,30,29.83,45.02,7.09,48.69,cumin
40,36,25,21.57,39.41,6.76,40.79,cumin
57,34,34,22.66,44.68,6.64,35.55,cumin
49,23,37,28.47,39.32,7.08,56.41,cumin
31,24,32,23.1,45.81,6.96,52.93,cumin
43,30,25,27.59,34.0,7.52,46.13,cumin
45,22,28,28.95,41.85,7.13,42.48,cumin
41,35,25,22.45,30.15,7.78,55.17,cumin
58,23,24,27.06,30.53,7.33,44.63,cumin
51,20,28,25.44,45.59,6.88,42.54,cumin
30,31,23,26.55,37.36,7.71,51.62,cumin
53,21,33,23.19,46.88,6.72,37.8,cumin
48,25,34,20.9,37.13,7.0,33.21,cumin
36,39,36,25.97,37.05,6.98,57.77,cumin
30,37,24,28.7,33.59,6.82,47.67,cumin
41,20,36,26.77,44.22,7.24,53.96,cumin
55,36,23,27.18,36.89,7.03,43.85,cumin
59,30,39,23.06,36.97,6.6,36.73,cumin
53,24,31,23.58,34.11,6.54,48.48,cumin
49,36,25,23.37,37.15,7.19,47.26,cumin
55,39,33,28.23,39.79,6.99,45.54,cumin
53,34,24,24.3,47.81,7.93,57.87,cumin
31,20,22,24.53,43.13,7.86,54.71,cumin
38,39,27,24.49,43.11,7.79,58.3,cumin
53,28,38,25.22,32.92,6.57,30.51,cumin
36,31,38,27.05,37.27,7.11,57.86,cumin
40,33,34,20.42,33.15,7.04,47.74,cumin
51,37,23,29.47,43.1,7.98,46.22,cumin
34,33,30,20.08,47.64,7.54,33.74,cumin
45,35,34,26.92,35.21,7.03,32.66,cumin
31,24,20,20.83,36.83,6.5,37.02,cumin
42,23,22,21.23,47.69,6.98,34.6,cumin
56,39,33,24.81,32.49,7.14,44.62,cumin
47,39,33,25.45,44.62,7.14,50.69,cumin
53,29,22,23.58,42.43,6.73,56.13,cumin
30,31,29,24.1,49.88,6.72,47.78,cumin
57,28,33,20.56,48.63,7.0,44.52,cumin
45,27,24,20.86,34.58,7.05,31.53,cumin
31,28,31,22.61,36.49,6.85,35.64,cumin
43,25,29,23.44,47.68,7.02,41.0,cumin
32,27,29,25.49,39.82,6.92,36.9,cumin
43,24,26,22.72,34.14,6.81,30.37,cumin
53,35,34,29.68,36.32,7.12,33.85,cumin
35,20,38,20.47,43.62,6.88,44.61,cumin
48,28,39,24.52,45.12,7.1,53.2,cumin
38,27,22,23.97,45.23,7.99,46.03,cumin
55,28,39,29.85,43.64,7.62,47.16,cumin
58,27,24,29.23,30.87,6.74,54.27,cumin
59,21,34,26.93,44.04,6.66,38.96,cumin
31,31,29,27.6,43.73,7.79,54.23,cumin
43,39,37,26.95,43.2,7.81,32.47,cumin
43,34,32,27.71,41.19,7.88,32.6,cumin
39,22,35,29.37,36.8,7.42,40.03,cumin
37,28,21,26.07,47.05,7.96,30.96,cumin
44,36,34,22.21,31.97,7.57,40.75,cumin
45,24,21,27.78,41.81,6.5,55.71,cumin
53,27,39,26.97,31.3,7.91,36.74,cumin
41,21,37,22.68,44.13,7.21,32.41,cumin
47,21,24,25.06,43.53,7.19,53.75,cumin
41,21,25,25.69,33.12,7.54,57.87,cumin
34,26,23,26.29,36.36,7.44,56.11,cumin
31,27,30,21.18,42.87,6.65,57.09,cumin
33,33,24,22.41,41.55,7.6,48.34,cumin
33,22,39,27.99,43.82,6.58,54.78,cumin
57,23,28,23.48,45.8,7.54,51.32,cumin
50,28,26,24.57,34.61,7.35,39.75,cumin
50,37,34,21.77,42.86,7.9,41.98,cumin
41,21,27,21.45,31.58,6.8,38.98,cumin
43,37,21,28.01,41.35,7.78,48.44,cumin
41,33,38,20.89,49.49,7.97,56.07,cumin
53,20,31,28.79,43.47,7.51,51.0,cumin
50,29,20,21.94,35.04,7.0,57.43,cumin
53,31,37,28.82,48.34,7.42,50.34,cumin
51,29,35,25.49,32.92,6.65,42.5,cumin
41,24,23,20.14,31.44,6.93,55.74,cumin
49,34,33,28.21,45.82,6.76,57.69,cumin
40,35,24,22.74,42.78,6.85,36.49,cumin
33,24,24,24.13,41.6,7.37,31.94,cumin
51,29,37,24.21,30.25,7.33,49.38,cumin
39,26,28,23.01,34.49,7.16,59.84,cumin
52,20,24,25.04,34.33,7.19,34.48,cumin
41,25,36,29.59,34.44,6.95,53.57,cumin
55,37,38,26.1,40.44,7.22,49.53,cumin
47,29,21,25.91,49.13,7.04,39.9,cumin
55,20,21,28.68,36.26,7.33,31.0,cumin
52,31,39,24.61,40.98,6.86,42.63,cumin
36,27,23,23.98,45.49,7.52,32.18,cumin
42,22,36,22.8,30.87,7.6,31.89,cumin
44,37,36,29.65,39.98,6.94,55.13,cumin
32,30,39,23.65,37.44,6.82,32.94,cumin
48,21,22,27.18,42.18,7.7,41.05,cumin
37,25,21,26.03,41.87,6.86,44.98,cumin
43,29,38,27.88,33.77,6.86,56.06,cumin
48,29,23,27.59,47.76,7.32,56.69,cumin
51,23,32,26.47,36.49,7.03,53.15,cumin
50,28,24,25.36,36.26,7.58,34.06,cumin
42,37,35,21.17,34.59,7.48,31.78,cumin
30,39,31,24.84,40.32,7.47,54.8,cumin
59,35,34,20.76,47.06,7.61,32.12,cumin
35,22,23,29.38,47.2,6.6,48.38,cumin
53,27,34,24.6,40.96,6.54,52.59,cumin
34,39,30,21.21,39.88,6.73,48.39,cumin
37,21,25,22.13,39.19,7.11,39.75,cumin
48,30,37,23.13,36.58,7.99,42.11,cumin
37,35,25,25.4,34.84,7.46,54.81,cumin
53,30,25,22.54,33.64,7.26,48.64,cumin
55,39,28,27.89,33.52,7.9,36.91,cumin
32,24,27,27.19,35.23,6.85,58.39,cumin
48,22,23,25.8,37.14,7.15,31.97,cumin
50,31,37,22.12,32.9,7.07,56.15,cumin
36,38,33,28.13,39.07,7.28,40.49,cumin
33,25,37,29.35,37.29,7.52,42.2,cumin
51,26,34,23.26,38.82,6.52,48.22,cumin
51,36,22,23.07,35.96,7.91,50.37,cumin
56,39,37,21.4,48.86,7.71,52.16,cumin
44,24,28,22.88,42.78,6.76,56.95,cumin
33,22,33,20.84,37.98,7.39,31.39,cumin
42,34,21,24.79,46.7,7.73,45.58,cumin
50,25,27,23.41,39.16,6.73,56.89,cumin
41,34,26,29.2,43.09,7.48,59.15,cumin
39,39,28,23.18,31.8,6.67,53.06,cumin
42,36,37,26.67,34.56,6.8,49.17,cumin
41,35,32,28.03,31.24,6.61,58.37,cumin
49,25,34,27.05,32.43,7.77,50.43,cumin
36,35,26,22.2,47.79,7.77,39.54,cumin
31,37,25,23.77,44.34,7.61,54.33,cumin
42,31,38,20.39,45.09,7.64,30.52,cumin
39,26,26,26.51,48.24,6.85,34.27,cumin
37,28,32,21.11,36.35,7.71,37.48,cumin
32,22,28,29.77,36.97,6.57,53.14,cumin
33,25,29,22.47,36.88,7.4,36.27,cumin
112,54,54,28.7,85.68,5.25,338.31,tea
94,54,58,22.58,72.36,4.86,226.97,tea
96,59,55,25.74,74.67,4.63,258.29,tea
101,43,56,21.86,85.49,4.72,251.81,tea
112,49,41,23.95,71.53,5.43,280.67,tea
114,57,44,28.16,71.63,4.88,273.09,tea
88,51,57,29.88,71.28,4.8,287.76,tea
83,42,41,24.88,71.14,4.8,275.9,tea
95,57,58,19.02,81.32,5.49,310.27,tea
118,43,44,20.52,79.82,5.5,301.23,tea
98,44,55,25.79,83.43,4.75,240.28,tea
80,44,57,23.32,82.0,5.03,215.95,tea
82,56,53,18.5,83.25,4.68,205.46,tea
93,43,58,27.68,71.71,5.22,340.65,tea
99,41,58,27.37,71.06,4.54,201.05,tea
89,45,42,20.31,77.9,4.96,338.04,tea
100,58,51,18.81,76.89,5.42,277.18,tea
101,51,51,24.2,83.09,5.1,262.8,tea
93,58,54,20.54,79.75,5.26,279.83,tea
82,56,55,19.67,75.22,4.8,234.08,tea
85,47,51,18.11,78.28,5.26,234.77,tea
113,42,54,27.36,89.96,5.3,342.43,tea
107,46,52,29.32,78.66,5.19,246.02,tea
101,51,58,26.03,82.2,4.81,215.3,tea
82,56,45,23.82,85.88,4.73,323.52,tea
114,55,40,26.12,71.68,4.95,315.58,tea
80,42,53,25.23,86.0,5.34,201.99,tea
104,46,45,19.71,84.47,5.46,241.18,tea
97,56,55,28.24,75.19,5.35,256.37,tea
112,59,41,18.62,73.38,5.48,228.87,tea
106,54,43,21.85,79.19,5.36,227.57,tea
97,56,59,27.77,73.61,4.53,335.34,tea
99,58,52,22.68,87.91,5.22,343.16,tea
105,57,47,28.17,80.03,5.3,279.58,tea
87,45,58,29.95,76.61,4.59,224.34,tea
92,58,45,21.19,78.62,5.48,207.76,tea
118,41,41,21.56,84.32,5.33,256.27,tea
110,48,45,22.19,76.76,4.52,268.95,tea
82,54,41,25.08,75.88,4.82,325.18,tea
90,43,53,28.57,80.83,4.54,260.2,tea
80,56,56,25.96,78.29,5.06,220.18,tea
83,40,44,18.83,86.28,4.58,265.64,tea
111,55,46,18.31,71.49,5.39,293.66,tea
111,48,52,24.67,81.29,4.91,270.89,tea
86,54,40,19.45,82.09,4.56,316.3,tea
85,51,54,26.09,76.79,5.4,313.87,tea
117,49,55,24.24,74.55,4.53,321.7,tea
109,56,54,19.0,85.74,5.17,246.88,tea
106,58,45,28.56,74.88,4.99,258.67,tea
110,58,54,27.57,88.01,4.84,267.73,tea
105,45,45,21.25,73.34,4.57,262.03,tea
113,55,41,24.32,89.72,5.29,300.11,tea
102,50,57,29.48,81.11,4.67,308.45,tea
98,56,41,26.73,70.81,4.84,313.64,tea
89,48,47,26.6,70.66,5.49,211.57,tea
98,44,44,22.72,84.0,4.82,346.8,tea
91,52,40,21.36,76.75,5.08,238.68,tea
118,41,53,22.58,76.71,4.81,203.2,tea
80,56,53,28.51,79.01,4.77,333.94,tea
119,46,51,26.66,73.37,4.87,225.44,tea
84,41,57,23.33,74.54,4.89,251.24,tea
94,48,49,18.26,81.33,4.59,247.74,tea
119,48,53,21.57,89.86,5.41,235.97,tea
89,41,59,24.04,75.65,4.54,334.21,tea
109,55,51,24.4,79.21,4.83,251.59,tea
91,56,43,22.82,70.07,4.82,261.87,tea
110,53,57,24.15,84.08,5.15,283.52,tea
95,46,58,19.14,76.1,5.11,279.06,tea
106,49,41,24.13,85.3,5.46,340.96,tea
108,40,46,21.43,73.68,5.12,215.6,tea
82,42,49,21.14,87.77,5.27,324.46,tea
114,54,49,26.58,74.63,4.65,265.89,tea
108,40,50,20.71,74.62,5.47,276.71,tea
110,57,59,29.6,82.7,5.19,267.2,tea
117,54,46,28.46,71.3,5.06,241.75,tea
107,42,48,28.53,84.9,5.46,321.65,tea
88,43,53,20.04,76.66,4.73,239.84,tea
88,44,55,20.57,73.57,4.52,207.87,tea
112,48,41,22.24,82.14,4.89,206.02,tea
107,53,51,25.6,86.7,5.35,288.62,tea
119,51,44,28.22,77.96,4.62,263.42,tea
82,50,43,19.39,80.78,5.36,247.98,tea
90,49,50,22.71,75.62,4.86,268.78,tea
83,50,44,21.57,79.89,5.46,282.45,tea
111,40,59,25.06,87.76,5.12,220.26,tea
119,57,51,22.67,76.75,5.24,217.85,tea
98,47,48,18.54,87.47,4.97,294.33,tea
110,49,53,27.75,89.62,5.06,306.07,tea
117,51,50,25.79,88.25,4.91,223.47,tea
113,46,44,25.51,85.2,4.66,295.67,tea
97,53,58,25.12,80.25,4.74,349.07,tea
115,58,42,18.67,79.51,4.62,314.1,tea
114,43,53,23.01,80.02,4.53,215.73,tea
109,43,47,27.97,78.55,4.84,325.25,tea
96,44,46,21.23,73.47,4.59,231.98,tea
95,41,45,28.77,84.64,5.37,286.2,tea
96,42,48,18.5,85.89,4.84,261.92,tea
86,52,50,23.87,87.88,4.6,271.78,tea
108,56,41,28.16,78.42,4.66,273.02,tea
82,55,47,28.51,78.09,4.87,343.86,tea
96,41,44,27.41,79.14,5.24,341.83,tea
85,50,40,19.6,71.07,4.69,254.98,tea
119,59,44,24.01,84.23,5.04,292.35,tea
119,54,45,22.92,80.61,4.75,321.0,tea
104,50,42,24.81,78.53,4.96,226.06,tea
95,45,52,28.21,70.24,4.6,300.3,tea
83,55,57,26.84,83.52,5.34,292.83,tea
114,43,51,23.96,80.55,4.87,205.73,tea
91,58,52,18.49,76.6,5.04,324.35,tea
105,52,46,21.66,70.03,4.98,322.56,tea
116,49,53,23.66,89.96,4.89,344.24,tea
111,52,42,18.74,82.7,4.87,224.58,tea
104,56,57,25.46,88.25,5.02,209.93,tea
114,41,41,28.25,76.44,5.13,252.2,tea
118,57,59,25.69,70.35,4.72,316.24,tea
116,48,47,29.79,81.02,4.71,346.79,tea
99,41,49,28.13,71.24,4.84,288.88,tea
111,56,54,28.76,86.55,4.72,208.27,tea
113,40,52,19.91,83.87,4.94,271.89,tea
80,46,52,21.87,80.07,5.19,210.07,tea
81,49,47,27.17,75.55,4.75,237.52,tea
80,49,53,28.45,82.61,4.6,209.33,tea
88,45,44,22.67,72.13,4.83,286.98,tea
91,48,53,29.37,82.6,4.64,206.77,tea
87,57,51,21.31,83.08,4.55,300.26,tea
104,45,40,22.49,71.85,5.44,216.65,tea
114,48,49,29.33,80.66,5.06,319.55,tea
98,52,42,27.68,89.76,4.56,282.89,tea
91,57,45,19.93,89.32,5.43,258.8,tea
89,50,52,21.81,77.67,4.72,265.46,tea
93,51,43,27.69,81.16,5.37,259.1,tea
104,53,56,23.42,80.6,5.49,317.02,tea
109,57,43,26.16,82.67,4.57,298.99,tea
90,43,57,21.52,85.89,4.94,210.18,tea
87,57,58,25.96,88.81,4.51,239.3,tea
81,54,55,27.51,75.58,4.64,311.26,tea
86,46,53,18.45,71.24,5.41,249.29,tea
82,54,53,20.72,89.8,4.5,270.43,tea
113,49,49,19.25,89.81,4.5,277.21,tea
100,52,50,21.03,80.17,4.6,230.78,tea
106,42,56,21.9,83.54,4.74,229.82,tea
114,51,59,29.6,85.0,4.71,329.52,tea
114,59,56,25.64,80.18,5.25,239.86,tea
96,40,58,22.07,77.45,4.57,223.29,tea
117,50,40,29.38,86.91,5.27,317.19,tea
92,55,51,25.39,89.13,4.8,223.58,tea
110,56,47,28.5,79.74,4.74,263.08,tea
97,46,54,24.17,75.11,5.28,237.07,tea
92,41,57,20.35,87.21,5.03,305.57,tea
100,45,41,25.09,71.74,5.32,296.19,tea
117,51,50,27.0,83.53,5.27,254.04,tea
106,50,53,26.04,88.63,4.87,343.59,tea
95,43,55,18.23,77.39,5.03,252.91,tea
81,49,46,22.65,89.84,5.4,270.92,tea
84,48,57,27.28,73.01,4.66,218.55,tea
108,43,56,18.02,81.4,5.18,345.47,tea
103,46,44,24.17,71.29,4.59,215.31,tea
93,50,41,22.3,71.58,4.7,269.4,tea
103,48,44,26.6,77.0,5.39,280.16,tea
92,55,51,28.15,71.97,5.2,260.91,tea
83,54,57,23.32,86.34,5.32,306.91,tea
88,49,59,27.69,78.97,4.89,331.77,tea
84,50,45,22.34,77.47,5.11,244.35,tea
89,51,55,29.87,77.52,4.84,259.96,tea
112,48,51,19.92,89.7,4.56,325.95,tea
98,47,55,19.71,84.28,5.32,242.89,tea
88,50,52,19.68,81.02,5.29,306.35,tea
115,42,44,29.61,84.0,5.03,338.26,tea
83,49,53,19.99,89.04,4.77,251.05,tea
97,58,47,19.6,83.59,4.85,279.58,tea
113,42,44,25.25,76.26,4.91,249.04,tea
92,52,50,26.36,77.95,4.92,236.17,tea
119,58,42,18.17,78.41,5.2,202.12,tea
110,41,40,28.36,88.97,5.08,298.14,tea
89,57,55,28.63,76.13,5.49,306.43,tea
115,41,54,22.22,87.86,4.85,232.73,tea
94,49,47,25.59,82.26,4.67,305.56,tea
80,55,46,27.44,77.11,5.24,237.93,tea
106,52,58,27.64,89.62,5.32,203.74,tea
110,43,54,22.53,72.38,4.9,304.06,tea
87,51,47,24.01,71.39,4.98,336.68,tea
116,42,41,19.4,80.7,4.89,214.71,tea
96,47,44,24.72,79.26,5.48,227.08,tea
83,59,41,21.39,82.51,4.53,254.13,tea
107,43,53,20.34,72.09,4.8,228.28,tea
99,56,44,29.11,71.42,4.52,242.53,tea
94,59,56,18.75,74.2,4.94,317.3,tea
83,40,44,25.83,72.15,5.15,327.07,tea
88,42,44,28.38,83.83,4.82,326.78,tea
102,50,43,20.23,83.08,5.27,261.06,tea
83,55,47,29.41,75.86,5.07,250.66,tea
99,58,41,21.64,74.18,4.88,236.76,tea
111,49,48,18.27,74.2,4.57,336.11,tea
104,40,42,28.59,72.82,5.01,303.13,tea
111,42,42,18.57,85.51,5.05,239.61,tea
102,41,59,24.14,85.51,5.04,235.34,tea
117,52,56,26.89,74.57,4.97,226.7,tea
88,43,51,21.04,73.65,5.48,285.02,tea
84,51,49,28.98,80.79,4.98,320.37,tea
119,52,46,23.98,79.12,4.68,214.95,tea
81,54,43,26.86,73.16,5.14,301.82,tea
116,49,56,25.65,82.1,4.55,262.82,tea
115,44,44,20.23,89.99,5.04,294.65,tea
103,49,43,27.14,77.07,5.09,253.74,tea
93,40,51,22.3,89.82,5.42,263.54,tea
111,54,52,21.17,86.02,5.23,204.89,tea
96,42,51,29.06,75.77,5.1,244.88,tea
87,45,41,29.33,79.88,4.59,259.89,tea
114,52,46,26.29,86.9,4.61,275.81,tea
84,57,56,22.03,81.46,4.82,304.55,tea
93,43,51,22.79,82.81,5.36,232.33,tea
111,55,55,27.23,77.77,4.51,277.97,tea
107,40,53,24.06,79.82,4.83,204.88,tea
104,44,55,20.2,80.53,4.51,306.56,tea
113,59,40,27.9,82.75,5.31,257.12,tea
105,56,42,24.19,87.59,5.15,264.88,tea
112,51,50,28.73,70.78,5.22,303.74,tea
81,45,58,26.33,71.1,5.03,337.29,tea
91,49,53,27.51,72.19,4.75,345.66,tea
113,40,55,22.9,72.16,4.63,325.78,tea
83,59,50,27.99,78.78,5.3,288.05,tea
81,47,52,22.97,81.45,5.01,294.91,tea
109,56,46,29.45,84.63,5.22,262.51,tea
81,55,47,24.4,71.25,5.48,246.46,tea
96,59,54,23.76,70.14,5.47,236.12,tea
94,59,45,19.67,72.75,4.94,251.2,tea
87,58,52,24.73,81.78,4.73,316.04,tea
107,47,53,26.87,77.1,4.86,267.69,tea
101,47,59,20.57,88.96,5.11,307.87,tea
90,46,41,25.31,86.26,5.02,207.37,tea
